"","...1","Trapnest","Date","Day_of_year","Year","Site","Subsite","Treatment","Good_days","New_nests_meg","New_nests_sum","Available_cavities_prior","Meg_ps_prior","Meg_no_ps_prior","Sum_unsealed_meg","DP_meg_prior","NDP_meg_prior","NDP_ps_meg_prior"
"957",1479,"trapnest_66",2023-07-28,209,"year_2023","CP","V","High",0,0,0,5,11,0,NA,0,0,11
"958",1480,"trapnest_66",2023-07-29,210,"year_2023","CP","V","High",0,0,0,6,11,0,NA,0,0,11
"959",1481,"trapnest_66",2023-08-01,213,"year_2023","CP","V","High",2,0,0,6,11,0,NA,0,0,11
"960",1482,"trapnest_66",2023-08-04,216,"year_2023","CP","V","High",2,0,0,5,11,0,NA,0,0,11
"961",1483,"trapnest_66",2023-08-09,221,"year_2023","CP","V","High",4,0,0,6,11,0,NA,0,0,11
"962",1484,"trapnest_67",2023-07-04,185,"year_2023","CP","W","Low",1,0,0,18,0,0,NA,0,0,0
"963",1485,"trapnest_67",2023-07-05,186,"year_2023","CP","W","Low",1,1,1,18,0,0,1,0,0,0
"964",1486,"trapnest_67",2023-07-07,188,"year_2023","CP","W","Low",2,1,1,17,1,1,1,0,1,1
"965",1487,"trapnest_67",2023-07-10,191,"year_2023","CP","W","Low",1,0,0,17,1,1,1,0,0,0
"966",1488,"trapnest_67",2023-07-12,193,"year_2023","CP","W","Low",1,1,1,17,1,1,1,0,1,1
"967",1489,"trapnest_67",2023-07-14,195,"year_2023","CP","W","Low",1,0,0,17,1,1,1,1,0,0
"968",1490,"trapnest_67",2023-07-17,198,"year_2023","CP","W","Low",2,0,0,17,1,1,0,0,1,1
"969",1491,"trapnest_67",2023-07-20,201,"year_2023","CP","W","Low",2,0,0,17,1,1,0,0,1,1
"970",1492,"trapnest_67",2023-07-24,205,"year_2023","CP","W","Low",2,0,0,18,0,0,NA,0,0,0
"971",1493,"trapnest_67",2023-07-26,207,"year_2023","CP","W","Low",1,0,0,18,0,0,NA,0,0,0
"972",1494,"trapnest_67",2023-07-28,209,"year_2023","CP","W","Low",0,0,0,18,0,0,NA,0,0,0
"973",1495,"trapnest_67",2023-07-29,210,"year_2023","CP","W","Low",0,0,0,18,0,0,NA,0,0,0
"974",1496,"trapnest_67",2023-08-01,213,"year_2023","CP","W","Low",2,0,0,18,0,0,NA,0,0,0
"975",1497,"trapnest_67",2023-08-04,216,"year_2023","CP","W","Low",2,0,0,18,0,0,NA,0,0,0
"976",1498,"trapnest_67",2023-08-09,221,"year_2023","CP","W","Low",4,0,0,18,0,0,NA,0,0,0
"977",1499,"trapnest_68",2023-07-04,185,"year_2023","CP","W","Mid",1,0,0,12,6,0,NA,0,0,6
"978",1500,"trapnest_68",2023-07-05,186,"year_2023","CP","W","Mid",1,0,0,12,6,0,NA,0,0,6
"979",1501,"trapnest_68",2023-07-07,188,"year_2023","CP","W","Mid",2,0,0,12,6,0,NA,0,0,6
"980",1502,"trapnest_68",2023-07-10,191,"year_2023","CP","W","Mid",1,0,0,12,6,0,NA,0,0,6
"981",1503,"trapnest_68",2023-07-12,193,"year_2023","CP","W","Mid",1,0,0,12,6,0,NA,0,0,6
"982",1504,"trapnest_68",2023-07-14,195,"year_2023","CP","W","Mid",1,0,0,12,6,0,NA,0,0,6
"983",1505,"trapnest_68",2023-07-17,198,"year_2023","CP","W","Mid",2,0,0,12,6,0,NA,0,0,6
"984",1506,"trapnest_68",2023-07-20,201,"year_2023","CP","W","Mid",2,0,0,12,6,0,NA,0,0,6
"985",1507,"trapnest_68",2023-07-24,205,"year_2023","CP","W","Mid",2,0,0,12,6,0,NA,0,0,6
"986",1508,"trapnest_68",2023-07-26,207,"year_2023","CP","W","Mid",1,0,0,12,6,0,NA,0,0,6
"987",1509,"trapnest_68",2023-07-28,209,"year_2023","CP","W","Mid",0,0,0,12,6,0,NA,0,0,6
"988",1510,"trapnest_68",2023-07-29,210,"year_2023","CP","W","Mid",0,0,0,12,6,0,NA,0,0,6
"989",1511,"trapnest_68",2023-08-01,213,"year_2023","CP","W","Mid",2,0,0,12,6,0,NA,0,0,6
"990",1512,"trapnest_68",2023-08-04,216,"year_2023","CP","W","Mid",2,0,0,12,6,0,NA,0,0,6
"991",1513,"trapnest_68",2023-08-09,221,"year_2023","CP","W","Mid",4,0,0,12,6,0,NA,0,0,6
"992",1514,"trapnest_69",2023-07-04,185,"year_2023","CP","W","High",1,0,0,7,11,0,NA,0,0,11
"993",1515,"trapnest_69",2023-07-05,186,"year_2023","CP","W","High",1,0,0,7,11,0,NA,0,0,11
"994",1516,"trapnest_69",2023-07-07,188,"year_2023","CP","W","High",2,0,0,7,11,0,NA,0,0,11
"995",1517,"trapnest_69",2023-07-10,191,"year_2023","CP","W","High",1,0,0,7,11,0,NA,0,0,11
"996",1518,"trapnest_69",2023-07-12,193,"year_2023","CP","W","High",1,0,0,7,11,0,NA,0,0,11
"997",1519,"trapnest_69",2023-07-14,195,"year_2023","CP","W","High",1,0,0,7,11,0,NA,0,0,11
"998",1520,"trapnest_69",2023-07-17,198,"year_2023","CP","W","High",2,0,0,7,11,0,NA,0,0,11
"999",1521,"trapnest_69",2023-07-20,201,"year_2023","CP","W","High",2,0,0,7,11,0,NA,0,0,11
"1000",1522,"trapnest_69",2023-07-24,205,"year_2023","CP","W","High",2,0,0,7,11,0,NA,0,0,11
"1001",1523,"trapnest_69",2023-07-26,207,"year_2023","CP","W","High",1,0,0,7,11,0,NA,0,0,11
"1002",1524,"trapnest_69",2023-07-28,209,"year_2023","CP","W","High",0,0,0,7,11,0,NA,0,0,11
"1003",1525,"trapnest_69",2023-07-29,210,"year_2023","CP","W","High",0,0,0,7,11,0,NA,0,0,11
"1004",1526,"trapnest_69",2023-08-01,213,"year_2023","CP","W","High",2,0,0,7,11,0,NA,0,0,11
"1005",1527,"trapnest_69",2023-08-04,216,"year_2023","CP","W","High",2,0,0,7,11,0,NA,0,0,11
"1006",1528,"trapnest_69",2023-08-09,221,"year_2023","CP","W","High",4,0,0,7,11,0,NA,0,0,11
"1007",1529,"trapnest_6",2023-06-02,153,"year_2023","BP","B","High",2,0,0,8,0,0,NA,0,0,0
"1008",1530,"trapnest_6",2023-06-05,156,"year_2023","BP","B","High",1,0,1,7,0,0,NA,0,0,0
"1009",1531,"trapnest_6",2023-06-08,159,"year_2023","BP","B","High",2,0,0,7,0,0,NA,0,0,0
"1010",1532,"trapnest_6",2023-06-10,161,"year_2023","BP","B","High",0,0,0,7,0,0,NA,0,0,0
"1011",1533,"trapnest_6",2023-06-12,163,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1012",1534,"trapnest_6",2023-06-14,165,"year_2023","BP","B","High",0,0,0,7,0,0,NA,0,0,0
"1013",1535,"trapnest_6",2023-06-16,167,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1014",1536,"trapnest_6",2023-06-20,171,"year_2023","BP","B","High",3,0,0,6,0,0,NA,0,0,0
"1015",1537,"trapnest_6",2023-06-23,174,"year_2023","BP","B","High",3,0,0,6,0,0,NA,0,0,0
"1016",1538,"trapnest_6",2023-06-29,180,"year_2023","BP","B","High",1,0,0,6,0,0,NA,0,0,0
"1017",1539,"trapnest_6",2023-05-11,131,"year_2023","BP","B","High",3,0,0,7,0,0,NA,0,0,0
"1018",1540,"trapnest_6",2023-05-12,132,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1019",1541,"trapnest_6",2023-05-15,135,"year_2023","BP","B","High",3,0,0,7,0,0,NA,0,0,0
"1020",1542,"trapnest_6",2023-05-16,136,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1021",1543,"trapnest_6",2023-05-17,137,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1022",1544,"trapnest_6",2023-05-19,139,"year_2023","BP","B","High",2,0,0,7,0,0,NA,0,0,0
"1023",1545,"trapnest_6",2023-05-21,141,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1024",1546,"trapnest_6",2023-05-22,142,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1025",1547,"trapnest_6",2023-05-23,143,"year_2023","BP","B","High",1,0,0,7,0,0,NA,0,0,0
"1026",1548,"trapnest_6",2023-05-26,146,"year_2023","BP","B","High",2,0,0,7,0,0,NA,0,0,0
"1027",1549,"trapnest_6",2023-05-28,148,"year_2023","BP","B","High",2,0,0,7,0,0,NA,0,0,0
"1028",1550,"trapnest_6",2023-05-29,149,"year_2023","BP","B","High",1,0,1,7,0,0,NA,0,0,0
"1029",1551,"trapnest_6",2023-05-31,151,"year_2023","BP","B","High",2,0,3,7,0,0,NA,0,0,0
"1030",1552,"trapnest_70",2023-07-04,185,"year_2023","CP","X","Low",1,0,0,18,0,0,NA,0,0,0
"1031",1553,"trapnest_70",2023-07-05,186,"year_2023","CP","X","Low",1,0,0,17,0,0,NA,0,0,0
"1032",1554,"trapnest_70",2023-07-07,188,"year_2023","CP","X","Low",2,0,0,17,0,0,NA,0,0,0
"1033",1555,"trapnest_70",2023-07-10,191,"year_2023","CP","X","Low",1,0,0,17,0,0,NA,0,0,0
"1034",1556,"trapnest_70",2023-07-12,193,"year_2023","CP","X","Low",1,0,0,17,0,0,NA,0,0,0
"1035",1557,"trapnest_70",2023-07-14,195,"year_2023","CP","X","Low",1,0,0,18,0,0,NA,0,0,0
"1036",1558,"trapnest_70",2023-07-17,198,"year_2023","CP","X","Low",2,0,0,18,0,0,NA,0,0,0
"1037",1559,"trapnest_70",2023-07-20,201,"year_2023","CP","X","Low",2,0,0,18,0,0,NA,0,0,0
"1038",1560,"trapnest_70",2023-07-24,205,"year_2023","CP","X","Low",2,0,0,18,0,0,NA,0,0,0
"1039",1561,"trapnest_70",2023-07-26,207,"year_2023","CP","X","Low",1,0,0,18,0,0,NA,0,0,0
"1040",1562,"trapnest_70",2023-07-28,209,"year_2023","CP","X","Low",0,0,0,18,0,0,NA,0,0,0
"1041",1563,"trapnest_70",2023-07-29,210,"year_2023","CP","X","Low",0,0,0,18,0,0,NA,0,0,0
"1042",1564,"trapnest_70",2023-08-01,213,"year_2023","CP","X","Low",2,0,0,18,0,0,NA,0,0,0
"1043",1565,"trapnest_70",2023-08-04,216,"year_2023","CP","X","Low",2,0,0,18,0,0,NA,0,0,0
"1044",1566,"trapnest_70",2023-08-09,221,"year_2023","CP","X","Low",4,1,1,18,0,0,1,0,0,0
"1045",1567,"trapnest_71",2023-07-04,185,"year_2023","CP","X","Mid",1,0,0,12,6,0,NA,0,0,6
"1046",1568,"trapnest_71",2023-07-05,186,"year_2023","CP","X","Mid",1,0,0,12,6,0,NA,0,0,6
"1047",1569,"trapnest_71",2023-07-07,188,"year_2023","CP","X","Mid",2,1,1,12,6,0,1,0,0,6
"1048",1570,"trapnest_71",2023-07-10,191,"year_2023","CP","X","Mid",1,0,0,12,6,1,0,0,1,6
"1049",1571,"trapnest_71",2023-07-12,193,"year_2023","CP","X","Mid",1,0,0,12,6,1,0,0,1,6
"1050",1572,"trapnest_71",2023-07-14,195,"year_2023","CP","X","Mid",1,0,0,12,6,0,NA,0,0,6
"1051",1573,"trapnest_71",2023-07-17,198,"year_2023","CP","X","Mid",2,1,1,12,6,0,1,0,0,6
"1052",1574,"trapnest_71",2023-07-20,201,"year_2023","CP","X","Mid",2,1,1,12,6,0,1,0,0,6
"1053",1575,"trapnest_71",2023-07-24,205,"year_2023","CP","X","Mid",2,1,1,12,6,1,1,0,1,6
"1054",1576,"trapnest_71",2023-07-26,207,"year_2023","CP","X","Mid",1,0,0,12,6,2,1,0,1,5
"1055",1577,"trapnest_71",2023-07-28,209,"year_2023","CP","X","Mid",0,1,1,12,6,2,2,0,1,5
"1056",1578,"trapnest_71",2023-07-29,210,"year_2023","CP","X","Mid",0,0,0,12,6,3,2,0,2,5
"1057",1579,"trapnest_71",2023-08-01,213,"year_2023","CP","X","Mid",2,0,0,12,6,3,2,0,2,5
"1058",1580,"trapnest_71",2023-08-04,216,"year_2023","CP","X","Mid",2,0,0,12,6,3,0,0,3,6
"1059",1581,"trapnest_71",2023-08-09,221,"year_2023","CP","X","Mid",4,1,1,12,6,3,1,0,3,6
"1060",1582,"trapnest_72",2023-07-04,185,"year_2023","CP","X","High",1,0,0,7,11,0,NA,0,0,11
"1061",1583,"trapnest_72",2023-07-05,186,"year_2023","CP","X","High",1,0,0,7,11,0,NA,0,0,11
"1062",1584,"trapnest_72",2023-07-07,188,"year_2023","CP","X","High",2,0,0,7,11,0,NA,0,0,11
"1063",1585,"trapnest_72",2023-07-10,191,"year_2023","CP","X","High",1,0,0,7,11,0,NA,0,0,11
"1064",1586,"trapnest_72",2023-07-12,193,"year_2023","CP","X","High",1,0,0,7,11,0,NA,0,0,11
"1065",1587,"trapnest_72",2023-07-14,195,"year_2023","CP","X","High",1,0,0,7,11,0,NA,0,0,11
"1066",1588,"trapnest_72",2023-07-17,198,"year_2023","CP","X","High",2,0,0,7,11,0,NA,0,0,11
"1067",1589,"trapnest_72",2023-07-20,201,"year_2023","CP","X","High",2,0,0,7,11,0,NA,0,0,11
"1068",1590,"trapnest_72",2023-07-24,205,"year_2023","CP","X","High",2,0,0,7,11,0,NA,0,0,11
"1069",1591,"trapnest_72",2023-07-26,207,"year_2023","CP","X","High",1,0,0,7,11,0,NA,0,0,11
"1070",1592,"trapnest_72",2023-07-28,209,"year_2023","CP","X","High",0,0,0,7,11,0,NA,0,0,11
"1071",1593,"trapnest_72",2023-07-29,210,"year_2023","CP","X","High",0,0,0,7,11,0,NA,0,0,11
"1072",1594,"trapnest_72",2023-08-01,213,"year_2023","CP","X","High",2,0,0,7,11,0,NA,0,0,11
"1073",1595,"trapnest_72",2023-08-04,216,"year_2023","CP","X","High",2,0,0,7,11,0,NA,0,0,11
"1074",1596,"trapnest_72",2023-08-09,221,"year_2023","CP","X","High",4,0,0,7,11,0,NA,0,0,11
"1075",1597,"trapnest_73",2024-06-05,157,"year_2024","BP","AA","Low",2,0,0,18,0,0,NA,0,0,0
"1076",1598,"trapnest_73",2024-06-11,163,"year_2024","BP","AA","Low",1,0,0,18,0,0,NA,0,0,0
"1077",1599,"trapnest_73",2024-06-14,166,"year_2024","BP","AA","Low",1,0,0,18,0,0,NA,0,0,0
"1078",1600,"trapnest_73",2024-06-17,169,"year_2024","BP","AA","Low",3,0,0,18,0,0,NA,0,0,0
"1079",1601,"trapnest_73",2024-06-21,173,"year_2024","BP","AA","Low",4,1,1,18,0,0,1,0,0,0
"1080",1602,"trapnest_73",2024-06-25,177,"year_2024","BP","AA","Low",1,0,0,17,1,1,1,1,0,0
"1081",1603,"trapnest_73",2024-06-28,180,"year_2024","BP","AA","Low",3,0,0,17,1,1,1,1,0,0
"1082",1604,"trapnest_73",2024-07-02,184,"year_2024","BP","AA","Low",3,0,0,16,1,1,0,0,1,1
"1083",1605,"trapnest_73",2024-07-05,187,"year_2024","BP","AA","Low",3,0,0,16,0,0,NA,0,0,0
"1084",1606,"trapnest_73",2024-07-08,190,"year_2024","BP","AA","Low",2,0,0,16,0,0,NA,0,0,0
"1085",1607,"trapnest_73",2024-07-13,195,"year_2024","BP","AA","Low",2,0,0,16,0,0,NA,0,0,0
"1086",1608,"trapnest_73",2024-07-16,198,"year_2024","BP","AA","Low",3,0,0,16,0,0,NA,0,0,0
"1087",1609,"trapnest_73",2024-07-19,201,"year_2024","BP","AA","Low",2,0,0,17,0,0,NA,0,0,0
"1088",1610,"trapnest_73",2024-07-22,204,"year_2024","BP","AA","Low",3,0,0,16,0,0,NA,0,0,0
"1089",1611,"trapnest_73",2024-07-26,208,"year_2024","BP","AA","Low",2,0,0,17,0,0,NA,0,0,0
"1090",1612,"trapnest_73",2024-07-29,211,"year_2024","BP","AA","Low",3,0,0,16,0,0,NA,0,0,0
"1091",1613,"trapnest_73",2024-08-02,215,"year_2024","BP","AA","Low",3,0,0,16,0,0,NA,0,0,0
"1092",1614,"trapnest_73",2024-08-06,219,"year_2024","BP","AA","Low",3,0,0,17,0,0,NA,0,0,0
"1093",1615,"trapnest_73",2024-08-08,221,"year_2024","BP","AA","Low",0,0,0,17,0,0,NA,0,0,0
"1094",1616,"trapnest_73",2024-08-12,225,"year_2024","BP","AA","Low",3,0,0,17,0,0,NA,0,0,0
"1095",1617,"trapnest_74",2024-06-05,157,"year_2024","BP","AA","Mid",2,0,0,12,6,0,NA,0,0,6
"1096",1618,"trapnest_74",2024-06-11,163,"year_2024","BP","AA","Mid",1,0,0,12,6,0,NA,0,0,6
"1097",1619,"trapnest_74",2024-06-14,166,"year_2024","BP","AA","Mid",1,0,0,12,6,0,NA,0,0,6
"1098",1620,"trapnest_74",2024-06-17,169,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1099",1621,"trapnest_74",2024-06-21,173,"year_2024","BP","AA","Mid",4,0,0,12,6,0,NA,0,0,6
"1100",1622,"trapnest_74",2024-06-25,177,"year_2024","BP","AA","Mid",1,0,0,12,6,0,NA,0,0,6
"1101",1623,"trapnest_74",2024-06-28,180,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1102",1624,"trapnest_74",2024-07-02,184,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1103",1625,"trapnest_74",2024-07-05,187,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1104",1626,"trapnest_74",2024-07-08,190,"year_2024","BP","AA","Mid",2,0,0,12,6,0,NA,0,0,6
"1105",1627,"trapnest_74",2024-07-13,195,"year_2024","BP","AA","Mid",2,0,0,12,6,0,NA,0,0,6
"1106",1628,"trapnest_74",2024-07-16,198,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1107",1629,"trapnest_74",2024-07-19,201,"year_2024","BP","AA","Mid",2,0,0,12,6,0,NA,0,0,6
"1108",1630,"trapnest_74",2024-07-22,204,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1109",1631,"trapnest_74",2024-07-26,208,"year_2024","BP","AA","Mid",2,0,0,12,6,0,NA,0,0,6
"1110",1632,"trapnest_74",2024-07-29,211,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1111",1633,"trapnest_74",2024-08-02,215,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1112",1634,"trapnest_74",2024-08-06,219,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1113",1635,"trapnest_74",2024-08-08,221,"year_2024","BP","AA","Mid",0,0,0,12,6,0,NA,0,0,6
"1114",1636,"trapnest_74",2024-08-12,225,"year_2024","BP","AA","Mid",3,0,0,12,6,0,NA,0,0,6
"1115",1637,"trapnest_75",2024-06-05,157,"year_2024","BP","AA","High",2,0,0,7,11,0,NA,0,0,11
"1116",1638,"trapnest_75",2024-06-11,163,"year_2024","BP","AA","High",1,0,0,7,11,0,NA,0,0,11
"1117",1639,"trapnest_75",2024-06-14,166,"year_2024","BP","AA","High",1,0,0,6,11,0,NA,0,0,11
"1118",1640,"trapnest_75",2024-06-17,169,"year_2024","BP","AA","High",3,0,0,6,11,0,NA,0,0,11
"1119",1641,"trapnest_75",2024-06-21,173,"year_2024","BP","AA","High",4,1,1,6,11,0,1,0,0,11
"1120",1642,"trapnest_75",2024-06-25,177,"year_2024","BP","AA","High",1,1,1,7,11,1,1,0,1,11
"1121",1643,"trapnest_75",2024-06-28,180,"year_2024","BP","AA","High",3,0,0,7,11,2,1,0,1,10
"1122",1644,"trapnest_75",2024-07-02,184,"year_2024","BP","AA","High",3,0,0,7,11,2,1,0,1,10
"1123",1645,"trapnest_75",2024-07-05,187,"year_2024","BP","AA","High",3,0,0,7,11,2,1,0,1,10
"1124",1646,"trapnest_75",2024-07-08,190,"year_2024","BP","AA","High",2,0,0,7,11,2,1,0,1,10
"1125",1647,"trapnest_75",2024-07-13,195,"year_2024","BP","AA","High",2,0,0,7,11,2,1,0,1,10
"1126",1648,"trapnest_75",2024-07-16,198,"year_2024","BP","AA","High",3,0,0,7,11,2,1,0,1,10
"1127",1649,"trapnest_75",2024-07-19,201,"year_2024","BP","AA","High",2,0,0,7,11,2,1,0,1,10
"1128",1650,"trapnest_75",2024-07-22,204,"year_2024","BP","AA","High",3,0,0,7,11,2,1,0,1,10
"1129",1651,"trapnest_75",2024-07-26,208,"year_2024","BP","AA","High",2,0,0,7,11,2,1,0,1,10
"1130",1652,"trapnest_75",2024-07-29,211,"year_2024","BP","AA","High",3,0,0,6,11,1,1,0,0,10
"1131",1653,"trapnest_75",2024-08-02,215,"year_2024","BP","AA","High",3,0,0,6,10,1,1,0,0,9
"1132",1654,"trapnest_75",2024-08-06,219,"year_2024","BP","AA","High",3,0,0,6,10,0,NA,0,0,10
"1133",1655,"trapnest_75",2024-08-08,221,"year_2024","BP","AA","High",0,0,0,6,10,0,NA,0,0,10
"1134",1656,"trapnest_75",2024-08-12,225,"year_2024","BP","AA","High",3,0,0,6,10,0,NA,0,0,10
"1135",1657,"trapnest_76",2024-06-05,157,"year_2024","BP","AB","Low",2,0,0,18,0,0,NA,0,0,0
"1136",1658,"trapnest_76",2024-06-11,163,"year_2024","BP","AB","Low",1,0,0,18,0,0,NA,0,0,0
"1137",1659,"trapnest_76",2024-06-14,166,"year_2024","BP","AB","Low",1,0,0,18,0,0,NA,0,0,0
"1138",1660,"trapnest_76",2024-06-17,169,"year_2024","BP","AB","Low",3,0,0,18,0,0,NA,0,0,0
"1139",1661,"trapnest_76",2024-06-21,173,"year_2024","BP","AB","Low",4,0,0,18,0,0,NA,0,0,0
"1140",1662,"trapnest_76",2024-06-25,177,"year_2024","BP","AB","Low",1,0,0,18,0,0,NA,0,0,0
"1141",1663,"trapnest_76",2024-06-28,180,"year_2024","BP","AB","Low",3,0,0,18,0,0,NA,0,0,0
"1142",1664,"trapnest_76",2024-07-02,184,"year_2024","BP","AB","Low",3,1,1,18,0,0,1,0,0,0
"1143",1665,"trapnest_76",2024-07-05,187,"year_2024","BP","AB","Low",3,0,0,17,1,1,1,0,0,0
"1144",1666,"trapnest_76",2024-07-08,190,"year_2024","BP","AB","Low",2,0,0,17,1,1,1,0,0,0
"1145",1667,"trapnest_76",2024-07-13,195,"year_2024","BP","AB","Low",2,0,0,17,1,1,1,0,0,0
"1146",1668,"trapnest_76",2024-07-16,198,"year_2024","BP","AB","Low",3,0,0,17,0,0,NA,0,0,0
"1147",1669,"trapnest_76",2024-07-19,201,"year_2024","BP","AB","Low",2,0,0,17,0,0,NA,0,0,0
"1148",1670,"trapnest_76",2024-07-22,204,"year_2024","BP","AB","Low",3,0,0,17,0,0,NA,0,0,0
"1149",1671,"trapnest_76",2024-07-26,208,"year_2024","BP","AB","Low",2,0,0,17,0,0,NA,0,0,0
"1150",1672,"trapnest_76",2024-07-29,211,"year_2024","BP","AB","Low",3,0,0,17,0,0,NA,0,0,0
"1151",1673,"trapnest_76",2024-08-02,215,"year_2024","BP","AB","Low",3,0,0,18,0,0,NA,0,0,0
"1152",1674,"trapnest_76",2024-08-06,219,"year_2024","BP","AB","Low",3,0,0,18,0,0,NA,0,0,0
"1153",1675,"trapnest_76",2024-08-08,221,"year_2024","BP","AB","Low",0,0,0,18,0,0,NA,0,0,0
"1154",1676,"trapnest_76",2024-08-12,225,"year_2024","BP","AB","Low",3,0,0,18,0,0,NA,0,0,0
"1155",1677,"trapnest_77",2024-06-05,157,"year_2024","BP","AB","Mid",2,0,1,12,6,0,NA,0,0,6
"1156",1678,"trapnest_77",2024-06-11,163,"year_2024","BP","AB","Mid",1,0,0,11,6,0,NA,0,0,6
"1157",1679,"trapnest_77",2024-06-14,166,"year_2024","BP","AB","Mid",1,0,0,11,6,0,NA,0,0,6
"1158",1680,"trapnest_77",2024-06-17,169,"year_2024","BP","AB","Mid",3,0,0,11,6,0,NA,0,0,6
"1159",1681,"trapnest_77",2024-06-21,173,"year_2024","BP","AB","Mid",4,1,1,11,6,0,1,0,0,6
"1160",1682,"trapnest_77",2024-06-25,177,"year_2024","BP","AB","Mid",1,0,0,12,6,1,1,0,0,5
"1161",1683,"trapnest_77",2024-06-28,180,"year_2024","BP","AB","Mid",3,0,0,12,6,1,1,0,0,5
"1162",1684,"trapnest_77",2024-07-02,184,"year_2024","BP","AB","Mid",3,0,0,12,6,1,0,0,1,6
"1163",1685,"trapnest_77",2024-07-05,187,"year_2024","BP","AB","Mid",3,1,1,12,6,1,1,0,1,6
"1164",1686,"trapnest_77",2024-07-08,190,"year_2024","BP","AB","Mid",2,0,0,12,6,2,1,0,1,5
"1165",1687,"trapnest_77",2024-07-13,195,"year_2024","BP","AB","Mid",2,0,0,12,6,2,1,0,1,5
"1166",1688,"trapnest_77",2024-07-16,198,"year_2024","BP","AB","Mid",3,1,1,12,6,2,2,0,1,5
"1167",1689,"trapnest_77",2024-07-19,201,"year_2024","BP","AB","Mid",2,0,0,12,6,3,2,0,2,5
"1168",1690,"trapnest_77",2024-07-22,204,"year_2024","BP","AB","Mid",3,1,1,12,6,3,2,0,2,5
"1169",1691,"trapnest_77",2024-07-26,208,"year_2024","BP","AB","Mid",2,0,0,12,6,3,0,0,3,6
"1170",1692,"trapnest_77",2024-07-29,211,"year_2024","BP","AB","Mid",3,1,1,12,6,3,1,0,3,6
"1171",1693,"trapnest_77",2024-08-02,215,"year_2024","BP","AB","Mid",3,1,1,12,6,3,0,0,3,6
"1172",1694,"trapnest_77",2024-08-06,219,"year_2024","BP","AB","Mid",3,2,2,12,6.5,3.5,2,0,4,7
"1173",1695,"trapnest_77",2024-08-08,221,"year_2024","BP","AB","Mid",0,0,0,12,6,3,2,0,3,6
"1174",1696,"trapnest_77",2024-08-12,225,"year_2024","BP","AB","Mid",3,0,0,12,6,3,1,0,3,6
"1175",1697,"trapnest_78",2024-06-05,157,"year_2024","BP","AB","High",2,0,0,7,11,0,NA,0,0,11
"1176",1698,"trapnest_78",2024-06-11,163,"year_2024","BP","AB","High",1,0,0,7,11,0,NA,0,0,11
"1177",1699,"trapnest_78",2024-06-14,166,"year_2024","BP","AB","High",1,0,0,7,11,0,NA,0,0,11
"1178",1700,"trapnest_78",2024-06-17,169,"year_2024","BP","AB","High",3,0,0,7,11,0,NA,0,0,11
"1179",1701,"trapnest_78",2024-06-21,173,"year_2024","BP","AB","High",4,0,0,7,11,0,NA,0,0,11
"1180",1702,"trapnest_78",2024-06-25,177,"year_2024","BP","AB","High",1,1,1,7,11,0,1,0,0,11
"1181",1703,"trapnest_78",2024-06-28,180,"year_2024","BP","AB","High",3,0,0,7,11,1,1,0,0,10
"1182",1704,"trapnest_78",2024-07-02,184,"year_2024","BP","AB","High",3,0,0,7,11,1,1,0,0,10
"1183",1705,"trapnest_78",2024-07-05,187,"year_2024","BP","AB","High",3,1,1,6,11,1,2,0,0,10
"1184",1706,"trapnest_78",2024-07-08,190,"year_2024","BP","AB","High",2,0,0,6,11,2,2,0,0,9
"1185",1707,"trapnest_78",2024-07-13,195,"year_2024","BP","AB","High",2,0,0,6,11,2,2,0,0,9
"1186",1708,"trapnest_78",2024-07-16,198,"year_2024","BP","AB","High",3,1,1,6,11,2,3,0,0,9
"1187",1709,"trapnest_78",2024-07-19,201,"year_2024","BP","AB","High",2,0,0,6,11,3,3,0,1,9
"1188",1710,"trapnest_78",2024-07-22,204,"year_2024","BP","AB","High",3,0,0,6,11,3,3,0,1,9
"1189",1711,"trapnest_78",2024-07-26,208,"year_2024","BP","AB","High",2,0,0,6,11,3,3,0,1,9
"1190",1712,"trapnest_78",2024-07-29,211,"year_2024","BP","AB","High",3,0,0,6,11,2,2,0,1,10
"1191",1713,"trapnest_78",2024-08-02,215,"year_2024","BP","AB","High",3,1,1,6,11,2,3,0,1,10
